report_id,reported_at,resolved_at,issue_type,severity,lat,lon,street_name,channel,estimated_impact_cost,district_hint
MR200890,02/09/2024 21:04:00,,missing sign,3,37.7598,-122.468,Broadway,email,553.97,D10
MR200891,03/18/2025 16:47:00,2025-03-31T00:15:15Z,pothole near crossing,5,37.692943675653105,-122.444459787059,Elm St,web,557.97,D03
MR200892,"Mar 05, 2025 05:09AM",,pothole near crossing,5,37.7464,-122.449,,app,630.52,D07
MR213505,2025-11-20T03:29:08Z,2025-11-22T23:49:40Z,bus stop damage,3,37.74254055501702,-122.454694001956,Elm St,app,861.01,D06
MR200894,2025-07-04T15:34:44Z,07/10/2025 02:21:00,blocked lane,5,-122.375698935914,37.81008453478086,Maple Dr,web,2952.9,D12
MR200895,2025-07-09T20:54:24Z,2025-07-13T19:01:46Z,unsafe crossing,3,37.71106873348587,-122.430340261348,Grant St,app,"~1,022",D03
MR200896,2025-07-12T04:16:58Z,2025-07-19T15:24:33Z,broken traffic light,3,37.80837558869065,-122.474639774654,Pine Ave,web,2455.52,
MR200897,2024-12-26T17:42:18Z,,pothole near crossing,2,37.75880002071536,-122.443707410939,River Rd,app,272.04,D06
MR200898,2025-04-17T11:32:05Z,,blocked lane,5,,-122.348964442743,Elm St,app,2040.11,D04
MR200899,2025-09-26T23:44:43Z,2025-09-28T20:25:16Z,unsafe crossing,3,37.75216215107302,-122.365193781563,River Rd,app,1797.65,D08
MR200900,2025-12-08T15:15:53Z,2025-12-16T11:47:06Z,blocked lane,4,37.77297429144782,-122.534511192733,Harbor Ave,app,797.29,D05
MR200901,2024-04-21T14:42:57Z,,pothole near crossing,2,37.692858325427316,-122.510196923087,Harbor Ave,email ,420.68,D01
MR200902,2024-09-19T00:16:35Z,2024-09-28T02:59:14Z,blocked lane,5,37.794637399134814,-122.526423494568,River Rd,app,2555,D09
MR200903,06/28/2024 17:25:59,2024-07-03T04:45:41Z,blocked lane,2,37.80517932784448,-122.514062531782,Pine Ave,web,859.66,D09
MR200904,2025-04-14T21:58:04Z,2025-04-22T04:35:15Z,sidewalk obstruction, H ,37.755102358096245,-122.472419171769,Elm St,app,253.4,D11
MR200905,2024-08-18T17:08:07Z,09/02/2024 03:45:23,sidewalk obstruction,4,37.756078333383215,-122.477521728122,Grant St,web,225.23,D07
MR200906,2025-02-25T10:44:50Z,,broken traffic light,High,37.803,-122.426,Elm St,web,1637.78,D11
MR200907,04/18/2024 22:31:00,2024-04-22T06:37:13Z,missing sign,3,37.8236735696607,-122.517444003262,Union Blvd,app,189.44,D09
MR200908,"Mar 28, 2025 08:13AM",04/02/2025 15:41:00,pothole near crossing,3,37.72721058378603,-122.542273762231,,web,610.39,D01
MR200909,2024-12-21T23:41:19Z,,pothole near crossing,2,37.76,-122.428,Transit Way,app,339.36,D03
MR200910,02/16/2024 03:17:36,02/21/2024 01:59:00,unsafe crossing,5,37.711922523232616,-122.505605705859,River Rd,web,1056.28,D02
MR200911,2024-07-28T06:18:28Z,2024-08-04T17:32:13Z,missing sign,2,37.824877563448396,-122.47759686803,Transit Way,app,391.97,
MR200912,2024-12-23T08:04:03Z,,missing sign,Medium,37.71823,-122.379072,Maple Dr,web,174.53,D04
MR200913,2024-10-03T00:22:35Z,2024-10-22T05:46:34Z,bus stop damage,High,37.801242,-122.414361,Broadway,web,786.52,D11
MR200914,"Sep 03, 2025 04:06AM",,BUS STOP DAMAGE,2,37.693710043533976,-122.54996948638,Union Blvd,app,635.07,D01
MR200915,2024-08-04T09:36:53Z,"Aug 13, 2024 06:13AM",unsafe crossing,5,37.75056050609077,-122.43748831859,Market St,phone,1069.72,D07
MR200916,2025-01-18T02:50:22Z,,missing sign,2,37.75438561996773,-122.474620281739,Transit Way,email,221.33,D06
MR200917,08/04/2024 14:29:00,2024-04-11T07:10:24Z,missing sign,4,,-122.376927173902,Grant St,email,335.79,D04
MR200918,18-10-2024 12:56,,unsafe crossing,4,37.69304577713955,-122.401815681693,Cedar Rd,web,2038.79,D03
MR200919,2024-04-14T05:27:10Z,,blocked lane,4,37.706384370618,-122.546197636648,Market St,phone,2143.92,
MR200920,2024-05-04T12:44:05Z,2024-05-08T22:32:50Z,pothole near crossing,2,37.76,-122.4736,Harbor Ave,app,812.21,D06
MR200921,2025-01-24T07:08:03Z,,BLOCKED LANE,5,37.75580370067705,-122.467961948803,Cedar Rd,web,1976.63,D06
MR200922,"Feb 26, 2025 04:16AM",2025-02-27T11:50:09Z,missng sign,4,37.77675806259854,-122.41211876223,Union Blvd,web,275.74,D07
MR202471,2025-08-15T11:27:29Z,08/21/2025 09:57:00,Bus Stop Damage,3,37.72031991936487,-122.427925928172,Harbor Ave,phone,1579.46,D03
MR200924,2025-07-15T03:10:36Z,"Jul 25, 2025 07:37AM",unsafe crossing,3,37.809,-122.404947,Elm St,PHONE,1285.05,D11
MR200925,2024-01-08T05:25:18Z,01/13/2024,blocked lane,3,37.76275372321097,-122.517733555645,River Rd,app,843.4,D02
MR200926,2025-01-18T05:02:39Z,2025-01-20T11:52:50Z,sidewalk obstruction,2,37.69839890220137,-122.446481563017,Grant St,app,380.62,D03
MR200927,11/05/2025 22:41:00,2025-05-22T23:53:14Z,pothole near crossing,4,37.689,-122.43123,Maple Dr,web,483.68,D07
MR200928,06/29/2025 06:27:19,07/02/2025 03:57:52,sidewalk obstruction,3,37.690818893068595,-122.51225985687,River Rd,web,290.2,D09
MR200929,11/03/2024 18:19:28,2024-11-06T07:39:45Z,blocked lane,4,37.75594,-122.409031,Union Blvd,web,826.67,D07
MR200930,2025-03-28T19:26:52Z,2025-03-31T06:53:26Z,blocked lane,med,37.83633099840541,-122.450416644766,Pine Ave,phone,1125.46,D11
MR200931,2024-10-08T13:58:50Z,,unsafe crossing,4,37.76047955575332,-122.473466858705,Broadway,app,2042.71,D11
MR200932,10/02/2024 15:42:00,,blocked lane,3,37.7589,-122.5398,Cedar Rd,app,1417.54,D05
MR200933,2025-10-31T04:53:24Z,2025-12-06T11:22:28Z,broken traffic light,,37.814,,River Rd,PHONE,2649.56,D11
MR200934,2025-10-05T20:26:27Z,2025-10-24T19:24:02Z,unsafe xing,4,37.81627456742223,-122.381655921161,Elm St,app,1790.75,D12
MR200935,2025-09-07T02:58:43Z,09/09/2025 21:26:00,unsafe crossing, H ,37.68310596295169,-122.492303533254,Grant St,App,1111.18,D02
MR200936,05/11/2024,"May 21, 2024 08:46AM",sidewalk obstruction,5,37.79029773103711,-122.370114243598,Maple Dr,web,306.63,D12
MR200937,2025-08-05T11:25:19Z,2025-08-11T18:51:39Z,sidewalk obstruction,,37.72950957207632,-122.415907679539,Hillcrest Ave,,241.96,
MR200938,01/27/2024 21:12:34,2024-01-29T17:39:32Z,obstructed sidewalk,4,37.758732746181686,-122.534322829609,Cedar Rd,app,~437,D05
MR200939,2025-05-13T17:53:17Z,2025-05-18T21:10:05Z,unsafe crossing,3,37.765486144034185,-122.364364673134,Grant St,web,USD 894.08,D08
MR200940,05/05/2025 16:14:00,2025-05-12T04:35:51Z,missing sign,2,37.715626811991534,-122.516868105309,Market St,app,USD 676.47,D01
MR200941,"Jul 11, 2024 08:12AM",07/15/2024 20:57:00,sidewalk obstruction,Medium,37.69596,-122.518445,Hillcrest Ave,app,USD 398.62,D01
MR200942,2025-03-13T01:31:49Z,,broken traffic light,5,37.76947756863051,-122.489415138451,Grant St,email,1776.5,D06
MR200943,2025-08-20T02:34:25Z,2025-08-29T09:15:43Z,missing sign,2,37.82990517564158,-122.415246538434,Maple Dr,phone,174.35,D11
MR200944,12/19/2024 07:06:00,"Dec 23, 2024 03:15PM",sidewalk obstruction,5,37.775711057701386,-122.466369258553,Union Blvd,phone,307.77,D06
MR200945,2024-05-03T23:13:22Z,"May 07, 2024 06:32PM",broken traffic light,5,37.819115,-122.5039,Pine Ave,web,"~1,960",D10
MR200946,2025-06-27T19:46:57Z,2025-07-04T00:10:00Z,unsafe crossing,4,37.697081141313426,-122.355839242765,Maple Dr,web,1549.72,D04
MR200947,02/12/2025,2025-02-23T06:43:02Z,unsafe crossing,5,37.70172378494661,-122.425733024139,Broadway,app,3195.58,D03
MR200948,2024-10-19T19:57:31Z,2024-11-15T06:50:35Z,unsafe crossing,4,37.82905468644435,-122.432476076352,Broadway, call center ,2116.33,D11
MR200949,02/12/2025 07:42:00,12/10/2025,pothole near crossing,3,,-122.40991666583,Broadway,app,384.7,D04
MR200950,2025-09-24T05:17:29Z,,pothole near crossing,3,37.707848423957614,-122.373335099808,Pine Ave,,500.15,D04
MR200951,01/29/2024 12:52:00,02/05/2024 04:58:18,unsafe crossing,1,37.76815259997175,-122.490828101473,Union Blvd,phone,678.56,
MR200952,2024-03-10T21:22:05Z,2024-03-16T00:59:52Z,pothole near crossing,4,37.754870804416306,-122.432397709509,Pine Ave,app,434.15,D08
MR205432,"Jun 20, 2025 12:47PM",2025-06-22T00:13:14Z,pothole near crossing,2,37.75857802179311,-122.476976868542,Grant St,app,642 USD,D12
MR200954,25-10-2024 13:38,,broken traffic light,5,37.7686417441792,-122.462303679577,Harbor Ave,web,2598.1,D02
MR200955,25-03-2025 02:29,2025-04-04T22:43:02Z,pot hole near crossing,4,37.80531158536024,-122.424737955435,Transit Way,mobile app,417.51,D11
MR200956,04/06/2024 09:09:00,,unsafe crossing,5,37.84047015530388,-122.539783081142,Elm St,phone,1751.36,D09
MR200957,2024-01-31T13:09:03Z,,missing sign,3,37.75275198926945,-122.467114486405,Pine Ave, call center ,164.49,D06
MR200958,2024-05-22T04:48:29Z,2024-05-23T07:21:25Z,blocked lane,2,37.713536491076376,-122.369657293528,Harbor Ave,phone,1386.11,D04
MR200959,2025-07-04T19:26:34Z,2025-07-11T14:36:57Z,,2,37.76552887138766,-122.52887436688,Harbor Ave,app,USD 832.62,D05
MR200960,30-01-2025 23:05,2025-02-05T00:47:35Z,bus stop damage,1,37.78125299115506,-122.538761729447,River Rd,web,668 USD,D05
MR200961,2024-11-09T11:06:18Z,"Nov 13, 2024 01:43AM",blocked lane,5,37.81639290924879,-122.384528405119,Maple Dr,app,1949.82,D02
MR200962,29-11-2024 09:20,2024-12-02T07:07:47Z,sidewalk obstruction,3,37.812391936662706,-122.491027556304,Market St,web,606.7,D10
MR201497,2025-10-02T21:39:24Z,,bus stop damage,5,37.802,-122.423,Union Blvd,web,1507.39,D11
MR200964,2025-11-11T08:36:57Z,2025-11-14T14:50:26Z,unsafe crossing,2,37.76716362066322,-122.513534184412,,app,1337.91,
MR200965,05/05/2024,2024-05-16T16:52:39Z,sidewalk obstruction,3,37.796728442662356,-122.389432713093,Pine Ave,web,354.44,D12
MR200966,2025-09-27T08:19:48Z,,unsafe crossing,3,37.800174328535036,-122.434806828794,Pine Ave,app,775.1,D02
MR200967,2024-03-01T13:01:02Z,2024-03-14T08:11:06Z,broken traffic light,3,-122.41926560038,37.76078608598897,Maple Dr,web,2335.83,D07
MR200968,2025-12-14T11:53:32Z,2025-12-31T08:20:27Z,unsafe crossing,Medium,37.78107882058492,-122.43778737154,Hillcrest Ave,app,1196.99,D01
MR200969,12/04/2024,2024-12-14T05:55:43Z,broken traffic light,5,37.72211,-122.381086,Transit Way,web,1921.79,D04
MR200970,"Oct 30, 2025 10:12PM",,unsafe crossing,3,37.7476312441453,-122.407844544407,Elm St,app,1512.01,D07
MR200971,03/25/2025,2025-04-08T06:50:06Z,blocked lane,3,37.759884750283646,-122.475815139383,Pine Ave,phone,1702.81,D06
MR200972,2024-12-17T16:06:49Z,12/24/2024 04:24:00,missing sign,4,37.7457821549219,-122.476960433709,Hillcrest Ave,app,247.24,D01
MR200973,2025-06-29T06:35:26Z,2025-07-01T17:53:32Z,missing sign,Med-Low,37.819954,-122.5259,,app,218.57,D07
MR200974,2024-07-12T23:12:23Z,2024-07-16T19:11:54Z,BLOCKED LANE,2,37.8122,-122.392,Broadway,app,"~1,350",D12
MR200975,"Sep 29, 2025 05:36AM",2025-10-03T05:04:45Z,pothole near crossing,3,37.80901762104337,-122.367129929627,Harbor Ave,app,250.47,D05
MR200976,2024-09-26T19:09:07Z,09/28/2024,sidewalk obstruction,,37.80012373787939,-122.491515570914,Hillcrest Ave,web,590.33,D10
MR200977,2024-09-02T02:41:14Z,2024-09-07T01:19:00Z,sidewalk obstruction,3,37.70183350879719,-122.407768962051,Transit Way,email ,246.64,D03
MR200978,2025-07-03T23:02:54Z,,,Critical,37.73901961260939,-122.49180905219,Transit Way,app,2189.51,D04
MR200979,2024-08-31T21:11:13Z,,missing sign,5,37.753634,-122.447138,Union Blvd,web,561.54,D05
MR200980,12/03/2024 19:05:00,2024-04-06T07:05:39Z,unsafe crossing,VERY HIGH,37.759871,-122.4407,Maple Dr,web,"~1,523",D07
MR200981,08/21/2025 12:15:00,2025-08-25T14:22:21Z,unsafe crossing,5,37.7713846961763,-122.549368811859,River Rd,app,2263.56,D05
MR200982,2024-02-24T22:23:07Z,05/03/2024 07:58:00,broken traffic light,5,-122.475599337622,37.77061202793102,Grant St,web,1725.75,D06
MR200983,2024-03-19T05:05:04Z,2024-03-22T02:27:43Z,pothole near crossing,2,37.699140721430176,-122.538376475832,Elm St,app,461.91,D01
MR200984,2024-08-25T16:07:16Z,2024-08-28T23:55:10Z,sidewalk obstruction,3,,-122.360396,River Rd,web,444.79,D12
MR200985,2024-08-12T09:42:34Z,"Aug 14, 2024 04:02AM",sidewalk obstruction,2,37.80765217690201,-122.417359417724,Pine Ave,,379.27,D03
MR203356,2024-07-08T13:46:53Z,2024-07-15T01:25:32Z,sidewalk obstruction,3,37.8041246081544,-122.358911956292,Market St,,404.39,D12
MR200987,2025-08-08T22:24:33Z,,sidewalk obstruction,Med-Low,37.755203522946765,-122.474117399356,Transit Way,web,246.39,D06
MR200988,2024-04-07T02:40:06Z,2024-04-11T16:04:23Z,broken traffic light,4,37.76666552198684,-122.430965959226,Elm St,web,3016.66,D07
MR200989,2025-06-23T12:15:46Z,06/27/2025,broken traffic light,3,37.80552028265915,,Union Blvd,web,1679.29,D12
MR200990,05/24/2024 08:47:00,2024-05-29T08:08:11Z,blocked lane,1,37.7062168502529,-122.446481563017,Hillcrest Ave,app,1092.83,D03
MR200991,05/25/2025,09/06/2025 10:45:00,bus stop damage,4,37.81785750773895,-122.450535296819,Harbor Ave,phone,1631.69,D10
MR200992,03/27/2024 07:43:00,04/09/2024 21:06:23,unsafe crossing,2,37.712665014610536,-122.526746993059,Hillcrest Ave,app,1356.51,D01
MR200993,2025-04-30T19:48:45Z,"May 04, 2025 12:43PM",unsafe crossing,2,37.68698262634955,-122.399493634222,Hillcrest Ave,app,2385.13,D03
MR200994,07/25/2025,"Jul 30, 2025 06:25AM",pothole near crossing,5,37.7488,-122.4636,Maple Dr,app,594.9,D06
MR200995,2024-11-28T07:21:35Z,11/12/2024 06:58:00,pothole near crossing,4,37.69949340231132,-122.39779055538,River Rd,app,622 USD,D04
MR200996,10/27/2025 01:32:56,2025-11-05T18:56:41Z,sidewalk obstruction,5,37.76177023682017,-122.458260727069,Elm St,,337.41,D06
MR200997,04/10/2025 03:10:00,2025-10-11T08:59:26Z,pothole near crossing,3,37.819556,-122.52,Grant St,web,535.54,D09
MR200998,2025-06-25T11:56:15Z,"Jul 05, 2025 12:26AM",unsafe crossing,4,37.703178,-122.539,Maple Dr,phone,566.28,D01
MR200999,"Apr 13, 2025 06:50PM",2025-04-21T07:43:14Z,broken traffic light,3,37.76859642279205,-122.454688010846,Grant St,,1460.26,D06
MR201000,2025-02-20T13:11:06Z,2025-02-22T00:06:12Z,sidewalk obstruction,3,37.83064057671463,-122.393139212544,,web,444.49,D12
MR201001,11/28/2025,12/02/2025 09:51:00,unsafe crossing,4,37.69789137491176,-122.446481563017,Elm St,PHONE,~808,D03
MR201002,2024-04-26T08:17:07Z,,blocked lane,4,37.74468356291558,-122.409886197652,Pine Ave,web,1564.69,D07
MR201003,05/29/2025 04:12:53,06/07/2025 19:29:26,missing sign,3,37.797709747355775,-122.360243695796,Elm St,app,287.67,D12
MR201004,2025-05-24T05:22:23Z,06/04/2025 19:53:56,unsafe crossing,4,37.70740071369908,-122.467522344833,Hillcrest Ave, call center ,1119.54,D08
MR201005,2025-10-09T22:01:42Z,2025-10-13T22:22:58Z,missing sign,3,37.67947698799936,-122.457300558353,River Rd,email,358.88,D02
MR201006,2024-05-19T22:50:24Z,,unsafe crossing,2,37.805745106657994,-122.496080918026,Pine Ave,app,1326.23,D10
MR201007,2024-10-29T02:08:22Z,2024-11-05T10:36:52Z,missing sign,1,37.73228709794009,-122.514989685913,Grant St,web,364.06,D01
MR201008,10/25/2024 02:05:00,2024-10-28T01:08:39Z,bus stop damage,2,37.762685318885445,-122.515077632053,Grant St,app,700.52,D05
MR201009,2024-02-29T17:58:26Z,2024-03-07T03:06:06Z,blocked lane,4,37.79503480360769,-122.460325133513,Market St,phone,1968.08,D10
MR201010,2024-12-20T19:34:46Z,01/05/2025,bus stop damage,2,37.76728585486367,-122.501611487982,Transit Way,web,761.21,D06
MR201011,12/24/2024 06:37:33,2024-12-28T08:46:02Z,blocked lane,4,37.8036062448382,-122.358252727516,Union Blvd,web,3096.83,D12
MR201012,2024-07-17T21:30:01Z,2024-07-29T14:38:59Z,sidewalk obstruction,2,-122.539,37.763396,Broadway,web,273.68,D05
MR201013,24-05-2024 23:40,2024-06-03T16:40:21Z,missing sign,Med-Low,37.775321884999755,-122.508671361629,Pine Ave,web,217.48,D05
MR201014,2024-11-20T23:33:36Z,2024-11-24T06:26:14Z,pothole near crossing,2,,-122.503611487982,,phone,431.12,D01
MR201015,2025-04-18T03:33:50Z,01/05/2025 06:21:00,unsafe xing,4,37.8073571142701,-122.535318777697,Union Blvd,app,1493.11,D09
MR201016,0000-00-00,,blocked lane,5,37.81138492788367,-122.498554325525,Grant St,email,1227.23,D09
MR201017,"Dec 06, 2024 01:41PM",,pothole near crossing,2,37.70378,-122.37,Hillcrest Ave,,398.19,D04
MR201018,2024-11-05T10:59:36Z,,pothole near crossing,3,37.82096,-122.5198,Harbor Ave,app,555.71,D06
MR201019,2025-12-30T08:12:03Z,2026-01-08T17:53:38Z,sidewalk obstruction,4,37.81204994642379,-122.454812943597,Market St,phone,212.16,D10
MR201020,2024-07-29T09:19:15Z,,missing sign,2,37.70479413735874,-122.371441956657,Transit Way,app,USD 380.69,D04
MR201021,2024-01-11T03:02:02Z,2024-01-12T05:28:59Z,missing sign,3,37.69504753367605,-122.373297517658,Harbor Ave,phone,515.85,D04
MR201022,27-07-2024 13:22,2024-08-02T20:03:20Z,missing sign,MED ,37.809111631135075,-122.434209209331,,email,307.85,D11
MR201023,03/21/2024 17:05:00,01/04/2024 18:03:00,pothole near crossing,4,37.69086296386494,-122.414544908288,River Rd,phone,692.5,D03
MR201024,2025-07-13T22:24:58Z,,blocked lane,3,37.70321172575117,-122.537012216699,Hillcrest Ave,web,2274.66,
MR201025,2025-01-30T09:24:27Z,,pothole near crossing,,37.74969257629335,-122.451162692576,Pine Ave,app,841.65,D12
MR201026,2025-07-10T05:46:11Z,,SIDEWALK OBSTRUCTION,2,38.772016451921424,-121.208774612718,Maple Dr,web,481.53,
MR201027,2024-03-19T22:38:20Z,03/22/2024 22:26:00,broken traffic light,4,37.7501118139786,-122.392110335158,River Rd,app,1913.78,D08
MR201028,04/29/2025 12:34:35,,unsafe crossing,5,37.68335992545854,-122.444948471046,Broadway,phone,2185.47,D03
MR201029,2024-12-02T16:34:47Z,2024-12-05T14:47:47Z,pothole near crossing,4,37.830798386178486,-122.461292107058,Cedar Rd,phone,602.64,D10
MR201030,2024-05-25T13:43:11Z,,pothole near crossing,4,37.7472921432106,-122.419920429715,Elm St,email,1185.01,D07
MR201031,12/24/2025 14:51:52,,unsafe crossing,4,37.71715538313309,-122.48963452988,Hillcrest Ave,email ,1338.04,D02
MR201032,2025-06-15T00:13:11Z,2025-06-24T21:20:44Z,bus stop damage,3,37.818357151218365,-122.378763511622,Market St,app,802.9,D12
MR201033,2024-07-26T12:24:21Z,29-07-2024 03:22,blocked lane,5,37.801747711330265,-122.364032284458,Market St,phone,858.1,D12
MR201034,"Aug 14, 2024 06:23AM",08/21/2024 12:35:42,pothole near crossing,3,37.799771257119794,-122.386672196009,Grant St,app,499.02,D12
MR201035,01/10/2024 16:09:00,01/22/2024,Unsafe Crossing,2,37.7584737975717,-122.416984606471,Pine Ave,app,801.96,D07
MR201036,"May 15, 2024 09:20AM",05/21/2024 01:15:00,missing sign,3,37.758185,-122.38058,Grant St,email,494.66,D08
MR201037,2024-03-13T05:26:01Z,2024-03-15T01:40:39Z,blocked lane,4,37.7597609316816,-122.471785396736,River Rd,app,1447.97,D06
MR201038,2024-06-10T01:18:27Z,06/20/2024,busstop damage,3,37.78175781285189,,Elm St,web,885.63,D07
MR201039,2024-04-19T02:49:14Z,29-04-2024 04:10,pothole near crossing,2,37.71622572354416,-122.439507942296,Market St,web,333.53,D03
MR201040,05/04/2024 03:14:00,,sidewalk obstruction,4,37.75777592216375,-122.380577550581,,app,356.41,D08
MR201041,"Feb 10, 2025 02:01AM",,pothole near crossing,VERY HIGH,37.828614204861395,-122.438490480126,Market St,phone,1102.1,D11
MR201042,01/05/2025 22:58:41,"Jan 15, 2025 06:58AM",unsafe crossing,3,37.82270808665095,-122.543848806305,Pine Ave,app,1405.94,
MR201043,2025-04-25T18:24:43Z,2025-05-07T02:47:03Z,broken traffic light,5,37.76114053694894,-122.486007380492,Hillcrest Ave,phone,3730.15,D06
MR201044,2024-01-14T05:16:31Z,,missing sign,2,37.76033758429566,-122.388406718595,Market St,app,171.86,D08
MR201045,2024-01-09T20:41:33Z,2024-02-06T14:53:34Z,broken traffic light,4,37.813653311340886,-122.436115399817,,app,"~1,508",D10
MR201046,2024-05-07T08:06:09Z,,unsafe crossing,3,37.71573877131103,-122.405291863754,Broadway,email,2182.21,D03
MR201047,04/13/2025,2025-04-25T20:45:40Z,bus stop damage,4,37.71687146345535,-122.407642203801,Maple Dr,app,USD 2022.78,D03
MR201048,2025-08-03T13:06:12Z,08/11/2025 03:49:00,unsafe crossing,4,37.81693851764469,-122.494244807508,Harbor Ave,app,USD 1816.80,D10
MR201049,2024-04-16T08:04:43Z,04/18/2024 20:19:11,broken traffic light,3,37.69665454824847,-122.398249873551,Grant St, call center ,1691.92,D03
MR201050,07/15/2025,"Jul 29, 2025 11:07PM",blocked lane,3,37.70280095772478,-122.446653302977,Elm St,app,918.2,D02
MR201051,2024-01-08T19:26:08Z,,bus stop damage,1,37.80979225740279,-122.440626729097,River Rd,app,894.39,D11
MR201052,"Sep 16, 2025 05:58PM",2025-10-01T00:11:25Z,pothole near crossing,2,37.80182523519142,-122.356226220123,Pine Ave,,610.64,D12
MR201053,2024-07-27T06:21:40Z,,bus stop damage,5,37.769852953064806,-122.472524528034,Union Blvd,phone,1211.14,D06
MR201054,"Nov 20, 2024 12:07PM",2024-11-29T13:50:29Z,pot hole near crossing,2,37.7148039242575,-122.416254430024,Maple Dr,,USD 628.93,D03
MR201055,2024-09-01T02:24:48Z,2024-09-08T09:40:05Z,broken traffic light,high,37.82325,-122.444,Harbor Ave,phone,1523.1,D11
MR201056,2025-12-04T19:28:01Z,2025-12-06T03:47:13Z,missing sign,3,37.81963899938106,-122.427356450538,Elm St,App,184,D11
MR201057,2024-06-15T10:34:21Z,,pothole near crossing,2,,-122.47590040455,Union Blvd,web,929.78,D06
MR201058,06/16/2024 23:28:00,06/23/2024 19:54:00,pothole near crossing,3,37.80449486572938,-122.514104007207,Grant St,email,839.94,D09
MR201059,2025-12-13T03:03:21Z,,blocked lane,5,37.808807622715044,-122.443956429206,Hillcrest Ave,app,"~1,703",D11
MR201060,2025-04-02T23:32:51Z,04/16/2025 17:18:20,unsafe crossing,5,37.70567,-122.422,Maple Dr,web,USD 1940.69,D03
MR201061,2024-01-03T01:13:13Z,02/09/2024 12:57:11,blocked lane,URGENT,37.767789082473435,-122.468209886985,Grant St,email ,1313.53,D06
MR201062,"Jul 05, 2024 07:49PM",2024-07-11T03:58:14Z,pothole near crossing,2,37.75652883689744,-122.488178674261,Pine Ave,web,366.31,D06
MR201063,2024-10-22T04:33:14Z,2024-10-28T19:50:34Z,sidewalk obstruction,High,37.741321,-122.377,Pine Ave,mobile app,682.43,
MR201064,2024-09-25T02:09:45Z,,pothole near crossing,4,37.72420187829424,-122.530780594064,Broadway,,743 USD,D01
MR201065,2025-06-27T08:01:03Z,2025-07-03T08:48:17Z,BROKEN TRAFFIC LIGHT,5,-122.421593839759,37.694997947502046,Cedar Rd,app,1318.38,
MR201066,07/14/2024 06:07:09,2024-08-12T11:09:06Z,bus stop damage,4,37.79168629349845,-122.368035317668,Pine Ave,email ,984.17,D12
MR201067,2024-08-29T12:14:59Z,2024-08-31T10:52:21Z,missing sign,5,37.75244362222838,-122.467414443374,,,318.79,D06
MR214986,09/08/2024 10:16:41,2024-09-28T01:42:09Z,blocked lane,Med-Low,37.80685243520895,-122.350405823612,Market St,web,1296.15,D06
MR201069,2025-06-24T01:47:40Z,,blocked lane,1,37.815667,-122.467536,River Rd,app,939.2,D10
MR201070,2025-08-08T18:26:45Z,,,3,37.748,-122.368,Harbor Ave,phone,418.31,D08
MR201071,2024-06-30T02:42:28Z,07/05/2024 13:59:57,missing sign,2,37.74152466344578,-122.40058439379,Cedar Rd,email,163.19,D07
MR201072,06/27/2025 18:54:00,2025-07-04T06:08:10Z,blocked lane,5,37.812789367161294,-122.436461793063,River Rd,app,USD 2162.11,D11
MR201073,11/15/2025,2025-11-17T11:19:02Z,missing sign,4,37.759441616350436,-122.387491538599,Pine Ave,app,384.06,D08
MR201074,2024-05-13T00:29:39Z,15-05-2024 20:09,missing sign,4,37.740778448585125,-122.442632084277,Grant St,email,278.1,D01
MR201075,2024-04-02T14:25:55Z,04/13/2024,broken traffic light,3,37.77200718025812,-122.483058725583,Pine Ave, call center ,1494.26,D06
MR201076,2024-07-07T22:05:01Z,07/19/2024,broken traffic light,5,,-122.400865334363,Elm St,web,3095.6,D12
MR201077,2025-05-07T17:35:52Z,2025-05-26T06:09:43Z,broken traffic light,4,37.74782,-122.39825,Broadway,app,1726.21,D07
MR201078,2025-12-15T11:28:58Z,,sidewalk obstruction,5,37.718,-122.5125,Broadway,email,248.19,D01
MR201079,23-01-2024 03:49,"Jan 30, 2024 01:51AM",bus stop damage,MED ,37.75647219411909,-122.522450854874,Elm St, call center ,485.25,D05
MR201080,"Sep 04, 2025 06:51PM",,blocked lane,4,37.705779825200324,-122.528959873926,Cedar Rd,app,3919.04,D01
MR201081,20-04-2025 13:16,,pothole near crossing,3,37.69093950985386,-122.425927150368,River Rd,app,521.1,D03
MR201082,2024-06-10T20:42:40Z,2024-06-13T00:38:59Z,sidewalk obstruction,3,37.69500923429806,-122.549628041783,Elm St,phone,399.26,D01
MR201083,05/01/2025 03:41:00,,missing sign,4,37.81789534485144,-122.480973360152,Elm St,web,390.59,D10
MR201084,04/12/2025 07:56:57,04/16/2025,unsafe crossing,5,37.737679729895845,-122.501611487982,Hillcrest Ave,phone,823.48,D06
MR201085,"Sep 02, 2024 11:09AM",2024-09-07T23:07:56Z,unsafe crossing,5,37.698992833869646,-122.446481563017,Hillcrest Ave,phone,2115.52,D03
MR201086,2024-11-18T05:26:32Z,,BLOCKED LANE,Medium,37.80326590740563,-122.450416644766,Harbor Ave,mobile app,"~1,149",D11
MR201087,2024-01-25T16:34:14Z,,unsafe crossing,4,37.73151761611149,-122.485554345761,Elm St,,2498.63,D06
MR201088,10/25/2024 12:23:00,10/31/2024 02:40:21,pothole near crossing,3,37.7505,-122.363704,Cedar Rd,app,206 USD,D08
MR201089,2024-04-09T09:36:11Z,04/17/2024 16:44:27,pothole near crossing,5,37.77583502577725,-122.539388015404,Elm St,phone,316.21,D05
